,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
527,USSR206,1962,199,,1962,NOV,4,00:00:00,STS,50,78.0,,600,,A,WR,8.4,,8.4,,,,,USSR,-225936000.0,196211040000
528,US295,Fishbowl,Tightrope,,1962,NOV,4,06:30,JO,17.1,-169.1,,21000,,A-R,WE,0,20,,,, W31,LANL,US,-225912600.0,196211040630
529,USSR207,1962,200,,1962,NOV,5,00:00:00,STS,50,78.0,,15,,AS-T,WE,0.4,,0.4,,,,,USSR,-225849600.0,196211050000
530,US296,Storax,St. Lawrence,,1962,NOV,9,18:00:00.16,NTS-YF,37.16382,-116.07329, U2b,-166.42,1309,UG-S,WR,0,20,,,,,LLNL,US,-225439199.84,196211091800
531,USSR208,1962,201,,1962,NOV,11,00:00:00,STS,50,78.0,,8,,AS-T,WR,0.1,,0.1,,,,,USSR,-225331200.0,196211110000
532,USSR209,1962,202,,1962,NOV,13,00:00:00,STS,50,78.0,,0,,AS,WR,0,0.001,0.001,,,,,USSR,-225158400.0,196211130000
533,USSR210,1962,203,,1962,NOV,14,00:00:00,STS,50,78.0,,660,,A,WR,12,,12,,,,,USSR,-225072000.0,196211140000
534,US297,Storax,Gundi,,1962,NOV,15,16:30:00.08,NTS-YF,37.04175,-116.02387, U3bm,-241.44,1195,UG-S,WR,0,20,,,,,LANL,US,-224926199.92,196211151630
535,USSR211,1962,204,,1962,NOV,17,00:00:00,STS,50,78.0,,715,,A,WR,18,,18,,,,,USSR,-224812800.0,196211170000
536,USSR212,1962,205,,1962,NOV,24,00:00:00,STS,50,78.0,,0,,AS,SE,0,0.001,0.001,,,,,USSR,-224208000.0,196211240000
537,USSR213,1962,206,,1962,NOV,26,00:00:00,STS,50,78.0,,0,,AS,SE,0.031,,0.031,,,,,USSR,-224035200.0,196211260000
538,US298,Storax,Anacostia,,1962,NOV,27,18:00:00.14,NTS-YF,37.12281,-116.029, U9i,-227.69,1274,UG-S,PR,5.2,,5.2,,,,LLNL,US,-223883999.86,196211271800
539,USSR214,1962,207,,1962,DEC,1,00:00:00,STS,50,78.0,,680,,A,WR,2.4,,2.4,,,,,USSR,-223603200.0,196212010000
540,US299,Storax,Taunton,,1962,DEC,4,16:00:00.15,NTS-YF,37.12808,-116.05001, U9aa,-227.84,1256,UG-S,WR,0,20,,,,,LLNL,US,-223286399.85,196212041600
541,UK23,Storax,Tendrac,,1962,DEC,7,19:00:00.10,NTS-YF,37.05175,-116.02931, U3ba,-302.67,1202,UG-S,,0,20,10,4.6,,,,UK,-223016399.9,196212071900
542,US300,Storax,Madison,,1962,DEC,12,17:25:00.12,NTS-RM,37.16867,-116.20608, U12g.01,-245.36, 2252 H,UG-T,WR,0,20,,,,,LLNL,US,-222590099.88,196212121725
543,US301,Storax,Numbat,,1962,DEC,12,18:45:00.12,NTS-YF,37.04611,-116.01561, U3bu,-231.95,1201,UG-S,WR,0,20,11,,,,LANL,US,-222585299.88,196212121845
544,US302,Storax,Manatee,,1962,DEC,14,18:00:00.16,NTS-YF,37.12424,-116.03996, U9af,-58.52,1254,UG-S,WR,0,20,,,,,LLNL,US,-222415199.84,196212141800
545,USSR216,1962,209,,1962,DEC,18,00:00:00,NZ,73,55.0,,1500,,A,FS,69,,69,,,,,USSR,-222134400.0,196212180000
546,USSR215,1962,208,,1962,DEC,18,10:45:00,NZ,73,55.0,,1600,,A,WR,110,,110,,,,,USSR,-222095700.0,196212181045
547,USSR217,1962,210,,1962,DEC,20,00:00:00,NZ,73,55.0,,1070,,A,WR,8.3,,8.3,,,,,USSR,-221961600.0,196212200000
548,USSR218,1962,211,,1962,DEC,22,00:00:00,NZ,73,55.0,,1050,,A,WR,6.3,,6.3,,,,,USSR,-221788800.0,196212220000
549,USSR220,1962,213,,1962,DEC,23,00:00:00,NZ,73,55.0,,1470,,A,WR,8.3,,8.3,,,,,USSR,-221702400.0,196212230000
550,USSR221,1962,214,,1962,DEC,23,00:00:00,NZ,73,55.0,,1270,,A,WR,2.4,,2.4,,,,,USSR,-221702400.0,196212230000
551,USSR222,1962,215,,1962,DEC,23,00:00:00,STS,50,78.0,,0,,AS,SE,0,0.001,0.001,,,,,USSR,-221702400.0,196212230000
552,USSR219,1962,212,,1962,DEC,23,11:15:00,NZ,73,55.0,,1460,,A,WR,430,,430,,,,,USSR,-221661900.0,196212231115
553,USSR223,1962,216,,1962,DEC,24,00:00:00,STS,50,78.0,,0,,AS,SE,0.007,,0.007,,,,,USSR,-221616000.0,196212240000
554,USSR224,1962,217,,1962,DEC,24,00:00:00,STS,50,78.0,,0,,AS,SE,0.028,,0.028,,,,,USSR,-221616000.0,196212240000
555,USSR225,1962,218,,1962,DEC,24,10:44:21,NZ-MB?,74.2,52.3,,1320,,A,WR,1100,,1100,,,,,USSR,-221577339.0,196212241044
556,USSR226,1962,219,,1962,DEC,24,11:11:42,NZ-MB?,73.6,57.5,,3750,,A,WR,24200,,24200,,,,Ch-70,USSR,-221575698.0,196212241111
557,USSR228,1962,221,,1962,DEC,25,00:00:00,NZ,73,55.0,,990,,A,WR,8.5,,8.5,,,,,USSR,-221529600.0,196212250000
558,USSR227,1962,220,,1962,DEC,25,13:35:57,NZ-MB?,73.4,56.5,,2250,,A,WR,3100,,3100,,,,,USSR,-221480643.0,196212251335
559,US303,Storax,Casselman,,1963,FEB,8,16:00:00.16,NTS-YF,37.14886,-116.05189, U10g,-302.97,1268,UG-S,WR,0,20,6,,,,LLNL,US,-217583999.84,196302081600
560,US304,Storax,Hatchie,,1963,FEB,8,16:00:01.15,NTS-YF,37.12596,-116.03865, U9e,-60.96,1256,UG-S,WR,0,20,,,,,LLNL,US,-217583998.85,196302081600
561,US305,Storax,Ferret,,1963,FEB,8,18:30:00.13,NTS-YF,37.05834,-116.02926, U3bf,-325.69,1208,UG-S,WR,0,20,,,,,LANL,US,-217574999.87,196302081830
562,US306,Storax,Acushi,,1963,FEB,8,18:30:00.14,NTS-YF,37.04614,-116.02108, U3bg,-260.87,1199,UG-S,WR,0,20,9,,,,LANL,US,-217574999.86,196302081830
563,US307,Storax,Chipmunk,,1963,FEB,15,17:00:00.13,NTS-YF,37.04901,-116.03175, U3ay,-59.38,1201,UG-S,SE,0,20,,,,,LANL,US,-216975599.87,196302151700
564,US308,Storax,Kaweah,,1963,FEB,21,19:47:00.14,NTS-YF,37.12031,-116.04572, U9ab,-227.08,1249,UG-S,PR,3,,3,,,,LLNL,US,-216447179.86,196302211947
565,US309,Storax,Carmel,,1963,FEB,21,19:47:08.63,NTS-YF,37.15481,-116.07989, U2h,-163.37,1311,UG-S,WR,0,20,,,,,LLNL,US,-216447171.37,196302211947
566,US310,Storax,Jerboa,,1963,MAR,1,19:00:00.12,NTS-YF,37.04457,-116.0265, U3at,-301.16,1197,UG-S,WR,0,20,,,,,LANL,US,-215758799.88,196303011900
567,US311,Storax,Toyah,,1963,MAR,15,16:22:53.14,NTS-YF,37.12583,-116.04478, U9ac,-130.76,1252,UG-S,WR,0,20,,,,,LLNL,US,-214558626.86,196303151622
568,RF7,,Emeraude,,1963,MAR,18,10:02:00,AL-IE,24.0413,5.0521,,,,UG-T, WR,10,20,10,4.86, IP,,,RF,-214322280.0,196303181002
569,US312,Storax,Gerbil,,1963,MAR,29,15:49:00.12,NTS-YF,37.04172,-116.01839, U3bp,-279.5,1196,UG-S,WR,0,20,11,,,,LANL,US,-213351059.88,196303291549
570,RF8,,Amethyste,,1963,MAR,30,09:59:00,AL-IE,24.0433,5.057, E3,,,UG-T, WR,0,5,2.5,, IP,,,RF,-213285660.0,196303300959
571,US313,Storax,Ferret Prime,,1963,APR,5,17:52:00.13,NTS-YF,37.03733,-116.02392, U3by,-241.55,1193,UG-S,WR,0,20,7,,,,LANL,US,-212738879.87,196304051752
572,US314,Storax,Coypu,,1963,APR,10,16:01:30.12,NTS-YF,37.04881,-116.03031, U3af,-74.6,1201,UG-S,SE,0,20,,,,,LANL,US,-212313509.88,196304101601
573,US315,Storax,Cumberland,,1963,APR,11,16:03:00.16,NTS-YF,37.15668,-116.07096, U2e,-227.08,1299,UG-S,WR,0,20,6,,,,LLNL,US,-212227019.84,196304111603
574,US316,Storax,Kootanai,,1963,APR,24,16:09:30.141,NTS-YF,37.1206,-116.03628, U9w,-181.97,1261,UG-S,WR,0,20,,,,,LLNL,US,-211103429.859,196304241609
575,US317,Storax,Paisano,,1963,APR,24,16:09:30.142,NTS-YF,37.12053,-116.03618, U9w1,-56.69,1261,UG-S,WR,0,20,,,,,LLNL,US,-211103429.858,196304241609
576,US318,Storax,Gundi Prime,,1963,MAY,9,18:19:00,NTS-YF,37.0494,-116.01559, U3db,-271.73,1205,UG-S,WR,0,20,8,,,,LANL,US,-209799660.0,196305091819
577,US319,Roller Coaster,Double Tracks,,1963,MAY,15,09:55,NAFR,37.2,-116.1,,0,,AS,ST,0,,0,,,,UK,US,-209311500.0,196305150955
578,US320,Storax,Harkee,,1963,MAY,17,14:55:00.0,NTS-YF,37.04391,-116.03236, U3bv,-241.42,1200,UG-S,WR,0,20,,,,,LANL,US,-209120700.0,196305171455
579,US321,Storax,Tejon,,1963,MAY,17,14:55:00.0,NTS-YF,37.04834,-116.01563, U3cg,-74.6,1199,UG-S,SE,0,20,,,,,LANL,US,-209120700.0,196305171455
580,US322,Storax,Stones,,1963,MAY,22,15:40:00.14,NTS-YF,37.11106,-116.03906, U9ae,-394.72,1257,UG-S,WR,20,200,20,4.84,,,LANL,US,-208685999.86,196305221540
581,US323,Roller Coaster,Clean Slate I,,1963,MAY,25,11:17,NAFR,37.2,-116.1,,0,,AS,ST,0,,0,,,,UK,US,-208442580.0,196305251117
582,US324,Storax,Pleasant,,1963,MAY,29,15:03:30.16,NTS-YF,37.12807,-116.04246, U9ah,-210.31,1253,UG-S,WR,0,20,2,,,,LANL,US,-208083389.84,196305291503
583,US325,Roller Coaster,Clean Slate II,,1963,MAY,31,10:47,NAFR,37.154,-116.077,,0,1306,AS,ST,0,,0,,,,UK,US,-207925980.0,196305311047
584,US326,Storax,Yuba,,1963,JUN,5,17:00:00.12,NTS-RM,37.19658,-116.20917, U12b.10,-242.41,2240,UG-T,WR,3.1,,3.1,4.36,,,LLNL,US,-207471599.88,196306051700
585,US327,Storax,Hutia,,1963,JUN,6,14:00:00.13,NTS-YF,37.04503,-116.03636, U3bc,-134.57,1198,UG-S,WR,0,20,3,,,,LANL,US,-207395999.87,196306061400
586,US328,Storax,Apshapa,,1963,JUN,6,16:58:00.15,NTS-YF,37.12465,-116.03998, U9ai,-89.92,1254,UG-S,WR,0,20,,,,,LLNL,US,-207385319.85,196306061658
587,US329,Roller Coaster,Clean Slate III,,1963,JUN,9,10:30,NAFR,37.2,-116.1,,0,,AS,ST,0,,0,,,,UK,US,-207149400.0,196306091030
588,US330,Storax,Mataco,,1963,JUN,14,14:10:00.13,NTS-YF,37.04611,-116.01836, U3bk,-195.56,1200,UG-S,WR,0,20,3,,,,LANL,US,-206704199.87,196306141410
589,US331,Storax,Kennebec,,1963,JUN,25,23:00:00.15,NTS-YF,37.1314,-116.06806, U2af,-226.16,1276,UG-S,WR,0,20,4,,,,LLNL,US,-205721999.85,196306252300
590,US332,Niblick,Pekan,,1963,AUG,12,23:45:00.13,NTS-YF,37.04169,-116.01564, U3bw,-302.27,1197,UG-S,WR,0,20,8,,,,LANL,US,-201572099.87,196308122345
591,US333,Niblick,Satsop,,1963,AUG,15,13:00:00.15,NTS-YF,37.15408,-116.07664, U2g,-224.94,1306,UG-S,WR,0,20,3,,,,LLNL,US,-201351599.85,196308151300
592,US335,Niblick,Natches,SS,1963,AUG,23,13:20:00.14,NTS-YF,37.125,-116.036, U9ak1,,1261,UG-S,WR,0,20,,,,,LLNL,US,-200659199.86,196308231320
593,US334,Niblick,Kohocton,S,1963,AUG,23,13:20:00.15,NTS-YF,37.12497,-116.03539, U9ak,-254.51,,UG-S,WR,0,20,,,,,LLNL,US,-200659199.85,196308231320
594,US336,Niblick,Ahtanum,,1963,SEP,13,13:53:00.15,NTS-YF,37.16336,-116.08064, U2l,-225.55,1320,UG-S,WR,0,20,1,,,,LLNL,US,-198842819.85,196309131353
595,US337,Niblick,Bilby,,1963,SEP,13,17:00:00.13,NTS-YF,37.06042,-116.02167, U3on,-714.3,1215,UG-S,WR,249,,249,5.8,,,LANL,US,-198831599.87,196309131700
596,US338,Niblick,Carp,,1963,SEP,27,14:20:00.13,NTS-YF,37.03731,-116.01569, U3cb,-329.55,1193,UG-S,WR,0,20,0.08,3.0,,,LANL,US,-197631599.87,196309271420
597,US339,Niblick,Narraguagus,,1963,SEP,27,17:30:00.15,NTS-YF,37.15478,-116.07336, U2f,-150.27,1302,UG-S,WR,0,20,0.08,3.0,,,LLNL,US,-197620199.85,196309271730
598,US340,Niblick,Grunion,,1963,OCT,11,14:00:00.11,NTS-YF,37.03733,-116.02117, U3bz,-261.31,1193,UG-S,WR,0,20,8,,,,LANL,US,-196423199.89,196310111400
599,US341,Niblick,Tornillo,,1963,OCT,11,21:00:00.155,NTS-YF,37.11872,-116.03386, U9aq,-149.05,1267,UG-S,PR,0.38,,0.38,,,,LLNL,US,-196397999.845,196310112100
600,US342,Niblick,Clearwater,,1963,OCT,16,17:00:00.14,NTS-RM,37.19817,-116.2295, U12q,-548.03,2233,UG-S,WR,20,200,60,5.3,,,LLNL,US,-195980399.86,196310161700
601,US343,Niblick,Mullet,,1963,OCT,17,15:00:00.15,NTS-YF,37.13081,-116.06696, U2ag,-60.35,1275,UG-S,SE,0,20,,,,,LLNL,US,-195901199.85,196310171500
602,RF9,,Rubis,,1963,OCT,20,13:00:00,AL-IE,24.0355,5.0386, E11?,,,UG-T, WR,40,80,52,5.6, IP,,,RF,-195649200.0,196310201300
603,US344,Niblick,Shoal,,1963,OCT,26,17:00:00.10,-NV,39.2002,-118.3803,,-370,1574,UG-S,VU,12,,12,4.9,,,LANL,US,-195116399.9,196310261700
604,US345,Niblick,Anchovy,,1963,NOV,14,16:00:00.12,NTS-YF,37.03953,-116.01842, U3bq,-260.25,1194,UG-S,WR,0,20,9,,,,LANL,US,-193478399.88,196311141600
605,US346,Niblick,Mustang,,1963,NOV,15,15:00:00.15,NTS-YF,37.13231,-116.04689, U9at,-165.81,1257,UG-S,WR,0,20,2,,,,LLNL,US,-193395599.85,196311151500
606,US347,Niblick,Greys,,1963,NOV,22,17:30:00.15,NTS-YF,37.11933,-116.04517, U9ax,-300.84,1248,UG-S,WR,20,200,20,,,,LLNL,US,-192781799.85,196311221730
607,US349,Niblick,Sardine,SS,1963,DEC,4,16:38:30.118,NTS-YF,37.03958,-116.02939, U3ch,-262,1194,UG-S,WR,0,20,8,,,,LANL,US,-191748089.882,196312041638
608,US348,Niblick,Barracuda,S,1963,DEC,4,16:38:30.13,NTS-YF,37.044,-116.013, U3cr,-263.3,1202,UG-S,WR,0,20,,,,,LANL,US,-191748089.87,196312041638
609,US350,Niblick,Eagle,,1963,DEC,12,16:02:00.15,NTS-YF,37.13103,-116.04389, U9av,-164.59,1254,UG-S,WR,5.3,,5.3,,,,LLNL,US,-191059079.85,196312121602
610,US351,Niblick,Tuna,,1963,DEC,20,15:24:00.13,NTS-YF,37.05279,-116.03338, U3de,-414.35,1203,UG-S,WR,0,20,,,,,LANL,US,-190370159.87,196312201524
611,US352,Niblick,Fore,,1964,JAN,16,16:00:00.15,NTS-YF,37.14228,-116.04911, U9ao,-490.42,1263,UG-S,WR,20,200,38,5.2,,,LLNL,US,-188035199.85,196401161600
612,US353,Niblick,Oconto,,1964,JAN,23,16:00:00.15,NTS-YF,37.12642,-116.03633, U9ay,-264.69,1260,UG-S,WR,10.5,,10.5,4.2,,,LLNL,US,-187430399.85,196401231600
613,US354,Niblick,Club,,1964,JAN,30,16:00:00.15,NTS-YF,37.13621,-116.07066, U2aa,-180.44,1283,UG-S,WR,0,20,2,4.1,,,LLNL,US,-186825599.85,196401301600
614,US355,Niblick,Solendon,,1964,FEB,12,15:38:00.12,NTS-YF,37.05661,-116.02924, U3cz,-150.17,1206,UG-S,WR,0,20,,,,,LANL,US,-185703719.88,196402121538
615,US356,Niblick,Bunker,,1964,FEB,13,15:30:00.15,NTS-YF,37.13202,-116.03234, U9bb,-226.77,1270,UG-S,WR,0,20,1.5,4.0,,,LLNL,US,-185617799.85,196402131530
616,RF10,,Opale (Michele),,1964,FEB,14,11:00:00,AL-IE,24.0536,5.0523,,-353,,UG-T, WR/P,0,5,3.7,4.52, IP,,,RF,-185547600.0,196402141100
617,US357,Niblick,Bonefish,,1964,FEB,18,15:37:19.12,NTS-YF,37.05938,-116.03332, U3bt,-300.76,1207,UG-S,WR,0,20,5,4.4,,,LANL,US,-185185360.88,196402181537
618,US358,Niblick,Mackerel,,1964,FEB,18,15:37:37.124,NTS-YF,37.09563,-116.05072, U4b,-333.71,1236,UG-S,WR,0,20,,,,,LANL,US,-185185342.876,196402181537
619,US359,Niblick,Klickitat,,1964,FEB,20,15:30:00.15,NTS-YF,37.15089,-116.04011, U10e,-492.56,1273,UG-S,PR,70,,70,5.1,,,LLNL,US,-185012999.85,196402201530
620,US360,Niblick,Handicap,,1964,MAR,12,15:00:00.01,NTS-YF,37.12993,-116.03634, U9ba,-143.26,1261,UG-S,WR,0,20,0.2,3.3,,,LLNL,US,-183200399.99,196403121500
621,US361,Niblick,Pike,,1964,MAR,13,16:02:00.12,NTS-YF,37.05047,-116.01147, U3cy,-114.5,1211,UG-S,WR,0,20,2,,,,LANL,US,-183110279.88,196403131602
622,USSR229,1964,222,,1964,MAR,15,08:00:00,STS-D,49.82083,78.09861, A-6,,710,UG-T,WE,20,150,37,5.56,,,,USSR,-182966400.0,196403150800
623,US362,Niblick,Hook,,1964,APR,14,14:40:00.15,NTS-YF,37.12892,-116.02983, U9bc,-203.67,1276,UG-S,WR,0,20,3,,,,LLNL,US,-180350399.85,196404141440
624,US363,Niblick,Sturgeon,,1964,APR,15,14:30:00.12,NTS-YF,37.04392,-116.01836, U3bo,-149.77,1198,UG-S,WR,0,20,2,,,,LANL,US,-180264599.88,196404151430
625,US364,Niblick,Bogey,,1964,APR,17,15:29:52.28,NTS-YF,37.11949,-116.03389, U9au,-118.84,1265,UG-S,WR,0,20,,,,,LLNL,US,-180088207.72,196404171529
626,US365,Niblick,Turf,,1964,APR,24,20:10:00.15,NTS-YF,37.14958,-116.05539, U10c,-506.88,1272,UG-S,WR,20,200,38,5.2,,,LLNL,US,-179466599.85,196404242010
627,US366,Niblick,Pipefish,,1964,APR,29,20:47:00.12,NTS-YF,37.03956,-116.02664, U3co,-261.92,1194,UG-S,WR,0,20,15,4.1,,,LANL,US,-179032379.88,196404292047
628,US367,Niblick,Driver,,1964,MAY,7,13:00:00.15,NTS-YF,37.12026,-116.04029, U9ar,-148.19,1253,UG-S,WR,0,20,,,,,LLNL,US,-178369199.85,196405071300
629,US368,Niblick,Backswing,,1964,MAY,14,14:40:00.15,NTS-YF,37.11733,-116.03894, U9aw,-163.37,1257,UG-S,WR,0,20,8,,,,LLNL,US,-177758399.85,196405141440
630,US369,Niblick,Minnow,,1964,MAY,15,16:15:00.12,NTS-YF,37.04169,-116.01222, U3cv,-241.34,1199,UG-S,WR,0,20,6,,,,LANL,US,-177666299.88,196405151615
631,USSR230,1964,223,,1964,MAY,16,06:00:59,STS-D,49.81778,78.09389, A-4,-260,698,UG-T,WR,20,150,23.7,5.55,,,,USSR,-177616741.0,196405160600
632,USSR231,1964,224,,1964,JUN,6,00:00:00,STS-D,49.77472,77.98806, V-2,,700,UG-T,FS,0.001,20,1.6,4.42,,,,USSR,-175824000.0,196406060000
633,US370,Niblick,Ace,,1964,JUN,11,16:45:00.15,NTS-YF,37.14861,-116.076, U2n,-262.74,1300,UG-S,PR,3,,3,,,,LLNL,US,-175331699.85,196406111645
634,US371,Niblick,Bitterling,,1964,JUN,12,14:01:00.10,NTS-YF,37.03894,-116.01225, U3cu,-192.6,1196,UG-S,WR,0,20,0.5,3.6,,,LANL,US,-175255139.9,196406121401
635,RF11,,Topaze,,1964,JUN,15,13:40:00,AL-IE,24.0666,5.0345,,,,UG-T, WR,0,5,2.5,, IP,,,RF,-174997200.0,196406151340
636,US372,Niblick,Duffer,,1964,JUN,18,13:30:00.20,NTS-YF,37.16599,-116.03841, U10ds,-445.71,1288,UG-S,WR,0,20,0.15,3.2,,,LLNL,US,-174738599.8,196406181330
637,US373,Niblick,Fade,,1964,JUN,25,13:30:00.14,NTS-YF,37.11114,-116.02878, U9be,-205.16,1280,UG-S,WR,0,20,6,,,,LLNL,US,-174133799.86,196406251330
638,US374,Niblick,Dub,,1964,JUN,30,13:33:00.14,NTS-YF,37.17442,-116.05639, U10a,-258.56,1282,UG-S,PR,11.7,,11.7,,,,LLNL,US,-173701619.86,196406301333
639,US375,Whetstone,Bye,,1964,JUL,16,13:15:00.15,NTS-YF,37.18219,-116.04536, U10i,-389.26,1295,UG-S,WR,20,200,20,,,,LLNL,US,-172320299.85,196407161315
640,UK24,Whetstone,Cormorant,,1964,JUL,17,17:18:30.03,NTS-YF,37.01761,-116.02956, U3df,-271.64,1184,UG-S,,0,20,2,,,,,UK,-172219289.97,196407171718
641,USSR232,1964,225,,1964,JUL,19,06:00:00,STS-D,49.815,78.09306, A-5,,695,UG-T,FS,20,150,26,5.43,,,,USSR,-172087200.0,196407190600
642,US376,Whetstone,Links,,1964,JUL,23,13:30:00.15,NTS-YF,37.11376,-116.03201, U9bf,-119.8,1273,UG-S,WR,0,20,,,,,LLNL,US,-171714599.85,196407231330
643,US377,Whetstone,Trogon,,1964,JUL,24,18:30:00.04,NTS-YF,37.04608,-116.01219, U3dj,-193.03,1204,UG-S,WR,0,20,,,,,LANL,US,-171610199.96,196407241830
644,USSR233,1964,226,,1964,AUG,18,06:00:00,STS-D,49.82056,78.08194, A-8Sh,,700,UG-T,WR,0.001,20,0.07,3.27,,,,USSR,-169495200.0,196408180600
645,US378,Whetstone,Alva,,1964,AUG,19,16:00:00.14,NTS-YF,37.159,-116.08308, U2j,-166.04,1320,UG-S,WR,4.4,,4.4,,,,LLNL,US,-169372799.86,196408191600
646,US379,Whetstone,Canvasback,,1964,AUG,22,22:17:00.06,NTS-YF,37.06533,-116.01544, U3cp,-447.66,1226,UG-S,WR,0,20,18,,,,LANL,US,-169090979.94,196408222217
647,US380,Whetstone,Player,,1964,AUG,27,14:30:00.15,NTS-YF,37.11736,-116.04066, U9cc,-91.44,1254,UG-S,SE,0,20,,,,,LLNL,US,-168686999.85,196408271430
648,US381,Whetstone,Haddock,,1964,AUG,28,17:06:00.04,NTS-YF,37.06703,-116.02228, U3dl,-363.66,1222,UG-S,WR,0,20,,,,,LANL,US,-168591239.96,196408281706
649,US382,Whetstone,Guanay,,1964,SEP,4,18:15:00.08,NTS-YF,37.01758,-116.02269, U3di,-260.97,1184,UG-S,WR,0,20,12,,,,LANL,US,-167982299.92,196409041815
650,US383,Whetstone,Spoon,,1964,SEP,11,14:00:00.10,NTS-YF,37.114,-116.025, U9bd,-179.68,1289,UG-S,WR,0,20,0.2,3.3,,,LLNL,US,-167392799.9,196409111400
651,USSR234,1964,227,,1964,SEP,18,08:00:00,NZ-NS,73.667,54.533, G,-130,,UG-T,FS,0.001,20,2,4.19,,,Ch-70,USSR,-166809600.0,196409180800
652,UK25,Whetstone,Courser,,1964,SEP,25,17:02:00.03,NTS-YF,37.07247,-116.01539, U3do,-358.99,1237,UG-S,,0,,0,,,,,UK,-166172279.97,196409251702
653,USSR235,1964,228,,1964,SEP,30,00:00:00,STS-D,49.82083,78.09861, A-6Sh,,710,UG-T,FS,0.001,20,,,,,,USSR,-165801600.0,196409300000
654,US384,Whetstone,Auk,,1964,OCT,2,20:03:00.04,NTS-YF,37.07792,-116.0085, U7b,-452.38,1254,UG-S,WR,0,20,12,4.89,,,LANL,US,-165556619.96,196410022003
655,US385,Whetstone,Par,,1964,OCT,9,14:00:00.12,NTS-YF,37.15133,-116.077, U2p,-403.86,1304,UG-S,PR,38,,38,4.8,,,LLNL,US,-164973599.88,196410091400
656,PRC1,,596,,1964,OCT,16,07:00:00,LN,42.35,88.3,,102,,AS-T,,20,22,22,,IU,NGB,,PRC,-164394000.0,196410160700
657,US387,Whetstone,Turnstone,SS,1964,OCT,16,15:59:30.03,NTS-YF,37.033,-116.026, U3dt,,1191,UG-S,WR,0,20,,,,,LANL,US,-164361629.97,196410161559
658,US386,Whetstone,Barbel,S,1964,OCT,16,15:59:30.038,NTS-YF,37.0395,-116.01567, U3bx,-258.9,1194,UG-S,WR,0,20,7,,,,LANL,US,-164361629.962,196410161559
659,US388,Whetstone,Salmon,,1964,OCT,22,16:00:00.00,-MS,31.1421,-89.5699,,-830,46,UG-S,VU,5.3,,5.3,4.6,,,LLNL,US,-163843200.0,196410221600
660,US389,Whetstone,Garden,,1964,OCT,23,15:00:00.94,NTS-YF,37.11703,-116.03115, U9aj,-149.66,1274,UG-S,WR,0,20,,,,,LLNL,US,-163760399.06,196410231500
661,USSR236,1964,229,,1964,OCT,25,07:59:58,NZ-NS,73.387,54.985, B,-400,,UG-T,PR,0.001,20,20,5.1,,,Ch-70,USSR,-163612802.0,196410250759
662,US390,Whetstone,Forest,,1964,OCT,31,17:04:58.61,NTS-YF,37.10722,-116.03225, U7a,-380.73,1270,UG-S,WR,0,20,,,,,LLNL,US,-163061701.39,196410311704
663,US391,Whetstone,Handcar,,1964,NOV,5,15:00:00.11,NTS-YF,37.17436,-116.06703, U10b,-402.95,1307,UG-S,PR,12,,12,4.8,,,LLNL,US,-162637199.89,196411051500
664,USSR237,1964,230,,1964,NOV,16,06:00:00,STS-D,49.81389,78.13361, 3-5,,730,UG-T,PR,20,150,47,5.64,,,,USSR,-161719200.0,196411160600
665,RF12,,Turquoise,,1964,NOV,28,10:30:00,AL-IE,24.0418,5.0416,,,,UG-T, WR,0,10,10,, IP,,,RF,-160666200.0,196411281030
666,US392,Whetstone,Crepe,,1964,DEC,5,21:15:00.10,NTS-YF,37.11442,-116.05344, U2q,-404.2,1252,UG-S,WR,20,200,20,4.8,,,LLNL,US,-160022699.9,196412052115
667,US393,Whetstone,Drill (Source-Lower),S,1964,DEC,5,21:15:00.16,NTS-YF,37.13428,-116.06975, U2ai,-219.46,1280,UG-S,WR,3.4,,3.4,,,,LLNL,US,-160022699.84,196412052115
668,US394,Whetstone,Drill (Target-Upper),SS,1964,DEC,5,21:15:00.16,NTS-YF,37.13428,-116.06975, U2ai,,1280,UG-S,WR,0,20,,,,,LLNL,US,-160022699.84,196412052115
669,US395,Whetstone,Parrot,,1964,DEC,16,20:00:00.04,NTS-YF,37.03483,-116.01228, U3dk,-180.32,1192,UG-S,WR,1.3,,1.3,,,,LANL,US,-159076799.96,196412162000
670,US396,Whetstone,Cassowary,S,1964,DEC,16,20:00:00.07,NTS-YF,37.03956,-116.02389, U3bn,-150.14,1194,UG-S,WR,0,20,,,,,LANL,US,-159076799.93,196412162000
671,US397,Whetstone,Hoopoe,SS,1964,DEC,16,20:00:00.07,NTS-YF,37.048,-116.034, U3cf,,1200,UG-S,SE,0,20,,,,,LANL,US,-159076799.93,196412162000
672,US398,Whetstone,Mudpack,,1964,DEC,16,20:10:00.10,NTS-YF,37.17781,-116.067, U10n,-151.79,1310,UG-S,WE,2.7,,2.7,,,,LLNL,US,-159076199.9,196412162010
673,US399,Whetstone,Sulky,,1964,DEC,18,19:35:00.09,NTS-18,37.0825,-116.3425, U18d,-27.28,1597,UG-S,PR,0.092,,0.092,,,,LLNL,US,-158905499.91,196412181935
