,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
371,USSR147,1961,142,,1961,NOV,4,00:00:00,STS,50,78.0,,0,,AS,WR,0.2,,0.2,,,,,USSR,-257472000.0,196111040000
372,USSR145,1961,140,,1961,NOV,4,07:20:19,NZ-MB?,73.7,55.7,,1750,,A,WR,150,1500,1500,,,,,USSR,-257445581.0,196111040720
373,RF5,,Agate,,1961,NOV,7,11:29:59,AL-IE,24.0571,5.0521,,,,UG-T, WR,0,10,10,, IP,,,RF,-257171401.0,196111071129
374,US202,Nougat,Fisher,,1961,DEC,3,23:04:59.63,NTS-YF,37.04586,-116.02767, U3ah,-363.72,1198,UG-S,WR,13.4,,13.4,,, XW-50 pr?,LANL,US,-254883300.37,196112032304
375,US203,Nougat,Gnome,,1961,DEC,10,19:00:00.0,-NM,32.2636,-103.8658,,-360,1013,UG-S,PR,3,,3,,,,LLNL,US,-254293200.0,196112101900
376,US204,Nougat,Mad,,1961,DEC,13,18:00:00.16,NTS-YF,37.12661,-116.04875, U9a,-219.15, 1254 H,UG-S,WR,0.5,,0.5,3.4,,,LLNL,US,-254037599.84,196112131800
377,US205,Nougat,Ringtail,,1961,DEC,17,16:35:00.13,NTS-YF,37.04317,-116.02531, U3ak,-362.99,1196,UG-S,WR,0,20,20,,, XW-54?,LANL,US,-253697099.87,196112171635
378,US206,Nougat,Feather,,1961,DEC,22,16:30:00.13,NTS-RM,37.19494,-116.20828, U12b.08,-247.5,2242,UG-T,WR,0.15,,0.15,,,,LLNL,US,-253265399.87,196112221630
379,US207,Nougat,Stoat,,1962,JAN,9,16:30:00.14,NTS-YF,37.04464,-116.03506, U3ap,-302.33,1198,UG-S,WR,5.1,,5.1,4.2,,,LANL,US,-251710199.86,196201091630
380,US208,Nougat,Agouti,,1962,JAN,18,18:00:00.13,NTS-YF,37.04725,-116.03436, U3ao,-260.95,1200,UG-S,WR,6.4,,6.4,4.5,,,LANL,US,-250927199.87,196201181800
381,US209,Nougat,Dormouse,,1962,JAN,30,18:00:00.13,NTS-YF,37.04683,-116.03947, U3aq,-363.14,1200,UG-S,WR,0,20,10,,,,LANL,US,-249890399.87,196201301800
382,USSR148,1962,143 Argon-1,,1962,FEB,2,08:00:00,STS-D,49.785,77.99694, A-1,,700,UG-T,WE,0.001,20,15,5.63,,,,USSR,-249667200.0,196202020800
383,US210,Nougat,Stillwater,,1962,FEB,8,18:00:00.16,NTS-YF,37.12725,-116.05267, U9c,-181.36,1259,UG-S,WR,3.07,,3.07,,,,LLNL,US,-249112799.84,196202081800
384,US211,Nougat,Armadillo,,1962,FEB,9,16:30:00.13,NTS-YF,37.04358,-116.03894, U3ar,-239.69,1198,UG-S,WR,7.1,,7.1,,,,LANL,US,-249031799.87,196202091630
385,US212,Nougat,Hard Hat,,1962,FEB,15,18:00:00.10,NTS-15,37.225,-116.058, U15a,-287.43,1532,UG-S,WE,5.7,,5.7,,,,LANL,US,-248507999.9,196202151800
386,US213,Nougat,Chinchilla I,,1962,FEB,19,16:30:00.13,NTS-YF,37.04906,-116.02953, U3ag,-150.08,1201,UG-S,WR,1.9,,1.9,4.2,,,LANL,US,-248167799.87,196202191630
387,US214,Nougat,Codsaw,,1962,FEB,19,17:50:00.16,NTS-YF,37.12744,-116.03711, U9g,-212.14,1258,UG-S,WR,0,20,2,,,,LLNL,US,-248162999.84,196202191750
388,US215,Nougat,Cimarron,,1962,FEB,23,18:00:00.16,NTS-YF,37.12886,-116.04831, U9h,-304.8,1256,UG-S,WR,11.9,,11.9,,,,LLNL,US,-247816799.84,196202231800
389,US216,Nougat,Platypus,,1962,FEB,24,16:30:00.13,NTS-YF,37.04833,-116.03192, U3ad,-57.84,1200,CR,WR,0,20,,,,,LANL,US,-247735799.87,196202241630
390,UK22,Nougat,Pampas,,1962,MAR,1,19:10:00.09,NTS-YF,37.04128,-116.02867, U3al,-363.14,1196,UG-S,,9.5,,9.5,4.6,,,,UK,-247294199.91,196203011910
391,US217,Nougat,Danny Boy,,1962,MAR,5,18:15:00.12,NTS-18,37.1111,-116.3649, U18a,-30,1641,UG-S,WE,0.43,,0.43,3.6,,,LLNL,US,-246951899.88,196203051815
392,US218,Nougat,Ermine,,1962,MAR,6,16:30:00.13,NTS-YF,37.04839,-116.03367, U3ab,-73.15,1201,UG-S,SE,0,20,,,,,LANL,US,-246871799.87,196203061630
393,US219,Nougat,Brazos,,1962,MAR,8,18:00:00.21,NTS-YF,37.12217,-116.04889, U9d,-256.34,1254,UG-S,WR,8.4,,8.4,,, XW-55 pr?,LLNL,US,-246693599.79,196203081800
394,US220,Nougat,Hognose,,1962,MAR,15,16:30:00.13,NTS-YF,37.04397,-116.03103, U3ai,-240.33,1198,UG-S,WR,0,20,8,,,,LANL,US,-246094199.87,196203151630
395,US221,Nougat,Hoosic,,1962,MAR,28,18:00:00.16,NTS-YF,37.12431,-116.03389, U9j,-186.84,1264,UG-S,WR,3.4,,3.4,,, W45?,LLNL,US,-244965599.84,196203281800
396,US222,Nougat,Chinchilla II,,1962,MAR,31,18:00:00.13,NTS-YF,37.04692,-116.03689, U3as,-136.67,1200,UG-S,WR,0,20,2,,,,LANL,US,-244706399.87,196203311800
397,US223,Nougat,Dormouse Prime,,1962,APR,5,18:00:00.13,NTS-YF,37.0445,-116.02353, U3az,-261.03,1197,UG-S,WR,10.6,,10.6,4.3,,,LANL,US,-244274399.87,196204051800
398,US224,Nougat,Passaic,,1962,APR,6,18:00:00.16,NTS-YF,37.11767,-116.044, U9l,-233.48,1248,UG-S,WR,0,20,9,,,,LLNL,US,-244187999.84,196204061800
399,US225,Nougat,Hudson,,1962,APR,12,18:00:00.16,NTS-YF,37.12717,-116.04486, U9n,-150.88,1253,UG-S,WR,0,20,1,,, W45?,LLNL,US,-243669599.84,196204121800
400,US226,Nougat,Platte,,1962,APR,14,18:00:00.13,NTS-RM,37.22203,-116.15744, U12k.01,-170.69,1695,UG-T,WR,1.85,,1.85,,,,LLNL,US,-243496799.87,196204141800
401,US227,Nougat,Dead,,1962,APR,21,18:40:00.16,NTS-YF,37.119,-116.0315, U9k,-193.24,1272,UG-S,WR,0,20,3,,,,LLNL,US,-242889599.84,196204211840
402,US228,Dominic I,Adobe,,1962,APR,25,15:46,LI-CH,1.6,-157.3,,884,0,A-AD,WR,190,,190,,, W50,LANL,US,-242554440.0,196204251546
403,US229,Dominic I,Aztec,,1962,APR,27,16:02,LI-CH,1.6,-157.3,,796,0,A-AD,WR,410,,410,,, W50,LANL,US,-242380680.0,196204271602
404,US230,Nougat,Black,,1962,APR,27,18:00:00.16,NTS-YF,37.11844,-116.03778, U9p,-217.63,1259,UG-S,WR,0,20,5,,,,LLNL,US,-242373599.84,196204271800
405,RF6,,Beryl,,1962,MAY,1,10:00:00,AL-IE,24.063,5.0418, E2,,,UG-T, WR,10,40,40,, IP, AN-11,,RF,-242056800.0,196205011000
406,US231,Dominic I,Arkansas,,1962,MAY,2,18:02,LI-CH,1.6,-157.3,,1533,0,A-AD,WR,1090,,1090,,, XW-56X2,LLNL,US,-241941480.0,196205021802
407,US232,Dominic I,Questa,,1962,MAY,4,19:05,LI-CH,1.6,-157.3,,1594,0,A-AD,WR,670,,670,,, XW-59,LANL,US,-241764900.0,196205041905
408,US233,Dominic I,Frigate Bird,,1962,MAY,6,23:30,-PAC,4.8333,-149.4167,,3350,,A-R,WR,200,1000,600,,, W47Y1,LLNL,US,-241576200.0,196205062330
409,US234,Nougat,Paca,,1962,MAY,7,19:33:00.14,NTS-YF,37.04656,-116.025, U3ax,-258.32,1199,UG-S,WR,0,20,8,,,,LANL,US,-241504019.86,196205071933
410,US235,Dominic I,Yukon,,1962,MAY,8,18:01,LI-CH,1.6,-157.3,,878,0,A-AD,WR,100,,100,,,,LLNL,US,-241423140.0,196205081801
411,US236,Dominic I,Mesilla,,1962,MAY,9,17:01,LI-CH,1.6,-157.3,,747,0,A-AD,WR,100,,100,,, Mk-15-0,LANL,US,-241340340.0,196205091701
412,US237,Nougat,Arikaree,,1962,MAY,10,15:00:00.16,NTS-YF,37.12759,-116.0483, U9r,-166.73,1254,UG-S,WR,0,20,,,, W45?,LLNL,US,-241261199.84,196205101500
413,US238,Dominic I,Muskegon,,1962,MAY,11,15:37,LI-CH,1.6,-157.3,,913,0,A-AD,WR,50,,50,,,,LLNL,US,-241172580.0,196205111537
414,US239,Dominic I,Swordfish,,1962,MAY,11,20:02:05.9,-PAC,31.245,-124.2117,,-198,0,UW,WE,0,20,,,, W44,LANL,US,-241156674.1,196205112002
415,US240,Dominic I,Encino,,1962,MAY,12,17:03,LI-CH,1.6,-157.3,,1679,0,A-AD,WR,500,,500,,, XW-43Y5,LANL,US,-241081020.0,196205121703
416,US241,Nougat,Aardvark,,1962,MAY,12,19:00:00.10,NTS-YF,37.06519,-116.03039, U3am(s),-434.04,1214,UG-S,WR,40,,40,4.6,, TX-33Y2 AF,LANL,US,-241073999.9,196205121900
417,US242,Dominic I,Swanee,,1962,MAY,14,15:22,LI-CH,1.6,-157.3,,896,0,A-AD,WR,97,,97,,, XW-56,LLNL,US,-240914280.0,196205141522
418,US243,Nougat,Eel,,1962,MAY,19,15:00:00.16,NTS-YF,37.12483,-116.052, U9m,-217.63,1253,UG-S,WR,4.5,,4.5,,,,LLNL,US,-240483599.84,196205191500
419,US244,Dominic I,Chetco,,1962,MAY,19,15:37,LI-CH,1.6,-157.3,,2105,0,A-AD,WR,73,,73,,,,LLNL,US,-240481380.0,196205191537
420,US245,Nougat,White,,1962,MAY,25,15:00:00.15,NTS-YF,37.12483,-116.052, U9b,-192.63,1253,UG-S,WR,0,20,8,,, XW-58 pr?,LLNL,US,-239965199.85,196205251500
421,US246,Dominic I,Tanana,,1962,MAY,25,16:09,LI-CH,1.6,-157.3,,2752,0,A-AD,WR,2.6,,2.6,,,,LLNL,US,-239961060.0,196205251609
422,US247,Dominic I,Nambe,,1962,MAY,27,17:03,LI-CH,1.6,-157.3,,2176,0,A-AD,WR,43,,43,,, Mk-15-0,LANL,US,-239785020.0,196205271703
423,US248,Nougat,Raccoon,,1962,JUN,1,17:00:00.14,NTS-YF,37.04561,-116.03447, U3ajs,-164.25,1199,UG-S,WR,0,20,3,,,,LANL,US,-239353199.86,196206011700
424,US249,Nougat,Packrat,,1962,JUN,6,17:00:00.12,NTS-YF,37.04572,-116.03928, U3aw,-261.98,1199,UG-S,WR,0,20,13,,,,LANL,US,-238921199.88,196206061700
425,US250,Dominic I,Alma,,1962,JUN,8,17:03,LI-CH,1.5,-157.2,,2702,0,A-AD,WR,782,,782,,, Mk-59,LANL,US,-238748220.0,196206081703
426,US251,Dominic I,Truckee,,1962,JUN,9,15:37,LI-CH,1.6,-157.3,,2125,0,A-AD,WR,210,,210,,, XW-58,LLNL,US,-238666980.0,196206091537
427,US252,Dominic I,Yeso,,1962,JUN,10,17:01,LI-CH,1.5,-157.2,,2537,0,A-AD,WR,3000,,3000,,,,LANL,US,-238575540.0,196206101701
428,US253,Dominic I,Harlem,,1962,JUN,12,15:37,LI-CH,1.5,-157.2,,4160,0,A-AD,WR,1200,,1200,,, W47Y2,LLNL,US,-238407780.0,196206121537
429,US254,Nougat,Des Moines,,1962,JUN,13,21:00:00.12,NTS-RM,37.22222,-116.16214, U12j.01,-185.93,1696,UG-T,WR,2.9,,2.9,,,,LLNL,US,-238301999.88,196206132100
430,US255,Dominic I,Rinconada,,1962,JUN,15,16:01,LI-CH,1.5,-157.2,,2775,0,A-AD,WR,800,,800,,, Mk-15-2,LANL,US,-238147140.0,196206151601
431,US256,Dominic I,Dulce,,1962,JUN,17,16:01,LI-CH,1.6,-157.3,,2771,0,A-AD,WR,52,,52,,,,LANL,US,-237974340.0,196206171601
432,US257,Dominic I,Petit,,1962,JUN,19,15:01,LI-CH,1.6,-157.3,,4570,0,A-AD,WR,2.2,,2.2,,,,LLNL,US,-237805140.0,196206191501
433,US258,Nougat,Daman I,,1962,JUN,21,17:00:00.13,NTS-YF,37.04306,-116.03025, U3be,-260.4,1197,UG-S,WR,0,20,11,,,,LANL,US,-237625199.87,196206211700
434,US259,Dominic I,Otowi,,1962,JUN,22,16:01,LI-CH,1.6,-157.3,,2746,0,A-AD,WR,81.5,,81.5,,, Mk-15-2,LANL,US,-237542340.0,196206221601
435,US260,Dominic I,Bighorn,,1962,JUN,27,15:19,LI-CH,1.3,-157.3,,3600,0,A-AD,WR,7650,,7650,,,,LLNL,US,-237112860.0,196206271519
436,US261,Nougat,Haymaker,,1962,JUN,27,18:00:00.12,NTS-YF,37.04158,-116.03525, U3au(s),-408.56,1196,UG-S,WR,67,,67,4.9,,,LANL,US,-237103199.88,196206271800
437,US262,Nougat,Marshmallow,,1962,JUN,28,17:00:00.11,NTS-16,37.00911,-116.20106, U16a,-310.9,2241,UG-T,WE,0,20,,,,,LLNL,US,-237020399.89,196206281700
438,US263,Dominic I,Bluestone,,1962,JUN,30,15:21,LI-CH,1.5,-157.3,,1518,0,A-AD,WR,1270,,1270,,, XW-56X2,LLNL,US,-236853540.0,196206301521
439,US264,Nougat,Sacramento,,1962,JUN,30,21:30:00.16,NTS-YF,37.11742,-116.04742, U9v,-149.05,1246,UG-S,WR,0,20,4,,,,LLNL,US,-236831399.84,196206302130
440,US265,Storax,Sedan,,1962,JUL,6,17:00:00.15,NTS-YF,37.177,-116.0454, U10h,-190,1289,CR,PR,104,,104,4.4,,,LLNL,US,-236329199.85,196207061700
441,US266,Sunbeam,Little Feller II,,1962,JUL,7,19:00,NTS-18,37.12,-116.3,18,1,,AS,WE,0,20,,,, W54,SNL,US,-236235600.0,196207071900
442,US267,Fishbowl,Starfish Prime,,1962,JUL,9,09:00,JO,17.2,-169.1,,399000,,AX-R,WE,1400,,1400,,, W49,LANL,US,-236098800.0,196207090900
443,US268,Dominic I,Sunset,,1962,JUL,10,16:33,LI-CH,1.6,-157.3,,1500,0,A-AD,WR,1000,,1000,,, XW-59,LANL,US,-235985220.0,196207101633
444,US269,Dominic I,Pamlico,,1962,JUL,11,15:37,LI-CH,1.4,-157.3,,4370,0,A-AD,WR,3880,,3880,,,,LLNL,US,-235902180.0,196207111537
445,US270,Sunbeam,Johnnie Boy,,1962,JUL,11,16:45:00.09,NTS-18,37.1224,-116.333,18,-0.6,1544,CR,WE,0.5,,0.5,,, W30 TADM,LLNL,US,-235898099.91,196207111645
446,US271,Storax,Merrimac,,1962,JUL,13,16:00:00.15,NTS-YF,37.05506,-116.03339, U3bd,-413.31,1205,UG-S,WR,20,200,20,4.4,,,LLNL,US,-235727999.85,196207131600
447,US272,Sunbeam,Small Boy,,1962,JUL,14,18:30,NTS-FF,36.8,-115.95,5,3,,AS-T,WE,0,20,0.6,3.7,,,LANL,US,-235632600.0,196207141830
448,US273,Sunbeam,Little Feller I,,1962,JUL,17,17:00,NTS-18,37.11,-116.31,18,12,,AS,WE,0,20,,,, W54,SNL,US,-235378800.0,196207171700
449,US274,Storax,Wichita,,1962,JUL,27,21:00:00.16,NTS-YF,37.12972,-116.05647, U9y,-150.27,1265,UG-S,WR,0,20,3.5,4.3,,,LLNL,US,-234500399.84,196207272100
450,USSR149,1962,144,,1962,AUG,1,00:00:00,STS,50,78.0,,430,,A,WR,2.4,,2.4,,,,,USSR,-234144000.0,196208010000
451,USSR150,1962,145,,1962,AUG,3,00:00:00,STS,50,78.0,,180,,A,WR,1.6,,1.6,,,,,USSR,-233971200.0,196208030000
452,USSR151,1962,146,,1962,AUG,4,00:00:00,STS,50,78.0,,390,,A,WR,3.8,,3.8,,,,,USSR,-233884800.0,196208040000
453,USSR152,1962,147,,1962,AUG,5,09:08:45,NZ-MB?,74.2,52.5,,3600,,A-AD,WR,21100,,21100,5.2,,,,USSR,-233765475.0,196208050908
454,USSR153,1962,148,,1962,AUG,7,03:00:00,STS,50,78.0,,0,,AS,WR,9.9,,9.9,,,,,USSR,-233614800.0,196208070300
455,USSR154,1962,149,,1962,AUG,10,09:00:00,NZ,73,55.0,,1560,,A,WR,150,1500,400,,,,,USSR,-233334000.0,196208100900
456,USSR155,1962,150,,1962,AUG,18,00:00:00,STS,50,78.0,,710,,A,WR,7.4,,7.4,,,,,USSR,-232675200.0,196208180000
457,USSR156,1962,151,,1962,AUG,18,00:00:00,STS,50,78.0,,310,,A,WR,5.8,,5.8,,,,,USSR,-232675200.0,196208180000
458,USSR157,1962,152,,1962,AUG,20,09:02:14,NZ-MB?,74.3,51.5,,2500,,A,WR,2800,,2800,4.6,,,,USSR,-232469866.0,196208200902
459,USSR158,1962,153,,1962,AUG,21,00:00:00,STS,50,78.0,,590,,A,WR,20,150,? 23,,,,,USSR,-232416000.0,196208210000
460,USSR160,1962,155,,1962,AUG,22,00:00:00,NZ,73,55.0,,60,0,AW-CM,WR,6,,6,,,,,USSR,-232329600.0,196208220000
461,USSR161,1962,156,,1962,AUG,22,00:00:00,STS,50,78.0,,740,,A,WR,3,,3,,,,,USSR,-232329600.0,196208220000
462,USSR159,1962,154,,1962,AUG,22,09:00:04,NZ-MB,74,53.3,,1700,,A,WR,1600,,1600,4.4,,,,USSR,-232297196.0,196208220900
463,USSR162,1962,157,,1962,AUG,23,00:00:00,STS,50,78.0,,680,,A,WR,2.5,,2.5,,,,,USSR,-232243200.0,196208230000
464,US275,Storax,York,,1962,AUG,24,15:00:00.15,NTS-YF,37.11864,-116.03947, U9z,-226.47,1256,UG-S,WR,0,20,5,4.4,,,LLNL,US,-232102799.85,196208241500
465,US276,Storax,Bobac,,1962,AUG,24,17:00:00.13,NTS-YF,37.04614,-116.02383, U3bl,-206.03,1199,UG-S,WR,0,20,2.5,4.2,,,LANL,US,-232095599.87,196208241700
466,USSR163,1962,159,,1962,AUG,25,05:40:00,STS,50,78.0,,715,,A,WR,0.001,20,1,,,,,USSR,-232050000.0,196208250540
467,USSR164,1962,158,,1962,AUG,25,09:00:00,NZ,73,55.0,,2980,,A,WR,1500,10000,10000,,,,,USSR,-232038000.0,196208250900
468,USSR166,1962,161,,1962,AUG,27,00:00:00,STS,50,78.0,,245,,A,WR,11,,11,,,,,USSR,-231897600.0,196208270000
469,USSR165,1962,160,,1962,AUG,27,09:00:50,NZ-MB?,74.7,50.3,,3000,,A,WR,4200,,4200,4.7,,,,USSR,-231865150.0,196208270900
470,USSR167,1962,162,,1962,AUG,31,00:00:00,STS,50,78.0,,700,,A,FS,2.7,,2.7,,,,,USSR,-231552000.0,196208310000
471,USSR168,1962,163,,1962,SEP,2,00:00:00,NZ,73,55.0,,1300,,A,WR,80,,80,,,,,USSR,-231379200.0,196209020000
472,USSR169,1962,,X,1962,SEP,6,00:00:00,STS,50,78.0,,,,A,,,,0,,,,,USSR,-231033600.0,196209060000
473,US277,Storax,Raritan,,1962,SEP,6,17:00:00.16,NTS-YF,37.13031,-116.04474, U9u,-157.28,1254,UG-S,WR,0,20,2,,,,LLNL,US,-230972399.84,196209061700
474,USSR170,1962,164,,1962,SEP,8,10:17:57,NZ-MB?,73.7,53.8,,1725,,A,WR,1900,,1900,4.4,,,,USSR,-230823723.0,196209081017
475,US278,Storax,Hyrax,,1962,SEP,14,17:10:00.12,NTS-YF,37.04394,-116.02111, U3bh,-216.69,1197,UG-S,WR,0,20,5,4.4,,,LANL,US,-230280599.88,196209141710
476,USSR171,1962,165,,1962,SEP,15,08:02:13,NZ-MB?,74.4,51.5,,,,A,WR,3100,,3100,4.6,,,,USSR,-230227067.0,196209150802
477,USSR172,1962,166,,1962,SEP,16,10:59:10,NZ-MB?,74.2,51.6,,,,A,WR,3250,,3250,4.6,,,,USSR,-230130050.0,196209161059
478,USSR174,1962,,X,1962,SEP,18,00:00:00,STS,50,78.0,,,,A,,,,10,,,,,USSR,-229996800.0,196209180000
479,USSR173,1962,167,,1962,SEP,18,08:29:02,NZ-MB?,73.2,54.7,,2000,,A,WR,1350,,1350,4.3,,,,USSR,-229966258.0,196209180829
480,USSR175,1962,168,,1962,SEP,19,11:00:56,NZ-MB?,73.8,53.8,,3280,,A,WR,1500,10000,10000,4.9,,,Ch-70,USSR,-229870744.0,196209191100
481,US279,Storax,Peba,,1962,SEP,20,17:00:00.12,NTS-YF,37.05506,-116.02928, U3bb,-241.38,1205,UG-S,WR,0,20,11,,,,LANL,US,-229762799.88,196209201700
482,USSR176,1962,169,,1962,SEP,21,08:00:00,NZ,73,55.0,,3000,,A,WR,2400,,2400,,,,,USSR,-229708800.0,196209210800
483,USSR177,1962,170,,1962,SEP,22,00:00:00,STS,50,78.0,,0,,AS,SE,0.21,,0.21,,,,,USSR,-229651200.0,196209220000
484,USSR178,1962,171,,1962,SEP,24,00:00:00,STS,50,78.0,,630,,A,WR,1.2,,1.2,,,,,USSR,-229478400.0,196209240000
485,USSR179,1962,172,,1962,SEP,25,00:00:00,STS,50,78.0,,0,,AS,WR,7,,7,,,,,USSR,-229392000.0,196209250000
486,USSR180,1962,173,,1962,SEP,25,13:02:31,NZ-MB?,73.7,55.0,,4090,,A,WR,19100,,19100,,,,Ch-70,USSR,-229345049.0,196209251302
487,USSR181,1962,174,,1962,SEP,27,08:03:16,NZ-MB,74.3,52.4,,3900,,A,WR,10000,50000,20000,5.1,,,KB-11,USSR,-229190204.0,196209270803
488,USSR182,1962,175,,1962,SEP,28,00:00:00,STS,50,78.0,,695,,A,FS,1.3,,1.3,,,,,USSR,-229132800.0,196209280000
489,US280,Storax,Allegheny,,1962,SEP,29,17:00:00.15,NTS-YF,37.1167,-116.0328, U9x,-210.92,1271,UG-S,WR,0,20,1,,,,LLNL,US,-228985199.85,196209291700
490,US281,Dominic I,Androscoggin,,1962,OCT,2,16:18,JO,14,-172.0,,3130,0,A-AD,WR,75,,75,,,,LLNL,US,-228728520.0,196210021618
491,US282,Storax,Mississippi,,1962,OCT,5,17:00:00.16,NTS-YF,37.13942,-116.05033, U9ad,-493.78,1264,UG-S,WR,115,,115,5.06,,,LLNL,US,-228466799.84,196210051700
492,US283,Dominic I,Bumping,,1962,OCT,6,16:03,JO,15,-169.0,,3050,0,A-AD,WR,11.3,1,11.3,,,,LLNL,US,-228383820.0,196210061603
493,USSR183,1962,176,,1962,OCT,7,16:32:00,NZ,73,55.0,,1440,,A,WR,320,,320,,,,,USSR,-228295680.0,196210071632
494,USSR184,1962,177,,1962,OCT,9,00:00:00,STS,50,78.0,,645,,A,WR,8,,8,,,,,USSR,-228182400.0,196210090000
495,USSR185,1962,178,,1962,OCT,9,00:00:00,NZ,73,55.0,,3000,,A,WR,15,,15,,,,,USSR,-228182400.0,196210090000
496,USSR186,1962,179,,1962,OCT,10,00:00:00,STS,50,78.0,,665,,A,WR,9.2,,9.2,,,,,USSR,-228096000.0,196210100000
497,US284,Storax,Roanoke,,1962,OCT,12,15:00:00.16,NTS-YF,37.12275,-116.05081, U9q,-154.53, 1252 H,UG-S,WR,0,20,7,,,,LLNL,US,-227869199.84,196210121500
498,US285,Storax,Wolverine,,1962,OCT,12,17:00:00.12,NTS-YF,37.04878,-116.03256, U3av,-73.43,1200,UG-S,WR,0,20,,,,,LANL,US,-227861999.88,196210121700
499,USSR187,1962,180,,1962,OCT,13,00:00:00,STS,50,78.0,,720,,A,WR,4.9,,4.9,,,,,USSR,-227836800.0,196210130000
500,USSR188,1962,181,,1962,OCT,14,00:00:00,STS,50,78.0,,725,,A,WR,0.001,20,10,,,,,USSR,-227750400.0,196210140000
501,US287,Storax,Tioga,,1962,OCT,18,15:00:00.15,NTS-YF,37.12855,-116.04024, U9f,-59.44,1254,UG-S,WR,0,20,,,,,LLNL,US,-227350799.85,196210181500
502,US286,Dominic I,Chama,,1962,OCT,18,16:01,JO,14,-169.0,,3650,0,A-AD,WR,1590,1,1590,,,,LANL,US,-227347140.0,196210181601
503,US288,Storax,Bandicoot,,1962,OCT,19,18:00:00.08,NTS-YF,37.03953,-116.02114, U3bj,-241.3,1195,UG-S,WR,12.5,,12.5,,,,LANL,US,-227253599.92,196210191800
504,USSR189,1962,182,,1962,OCT,20,00:00:00,STS,50,78.0,,635,,A,WR,6.7,,6.7,,,,,USSR,-227232000.0,196210200000
505,US289,Fishbowl,Checkmate,,1962,OCT,20,07:30,JO,16,-169.5,,147000,,AX-R,WE,0,20,,,, XW-50X1,LANL,US,-227205000.0,196210200730
506,USSR190,K Project,184 K3,,1962,OCT,22,03:40:45,MTR,49,46.0,,290000,,AX-R,WE,300,,300,,,,,USSR,-227045955.0,196210220340
507,USSR191,1962,183,,1962,OCT,22,09:06:10,NZ-MB?,73.4,54.9,,3230,,A,WR,8200,,8200,4.9,,,,USSR,-227026430.0,196210220906
508,US290,Fishbowl,Bluegill 3 Prime,,1962,OCT,26,08:59,JO,16.9,-169.2,,48200,,AH-R,WE,200,1000,400,,, W50,LANL,US,-226681260.0,196210260859
509,USSR192,1962,185,,1962,OCT,27,07:35:00,NZ,73,55.0,,1550,,A,WR,260,,260,,,,,USSR,-226599900.0,196210270735
510,US291,Storax,Santee,,1962,OCT,27,15:00:00.15,NTS-YF,37.14931,-116.0535, U10f,-319.43,1270,UG-S,WR,0,20,5,,,,LLNL,US,-226573199.85,196210271500
511,US292,Dominic I,Calamity,,1962,OCT,27,15:46,JO,15,-169.0,,3590,0,A-AD,WR,800,,800,,,,LLNL,US,-226570440.0,196210271546
512,USSR193,1962,186,,1962,OCT,28,00:00:00,STS,50,78.0,,670,,A,WR,7.8,,7.8,,,,,USSR,-226540800.0,196210280000
513,USSR195,1962,188,,1962,OCT,28,00:00:00,STS,50,78.0,,645,,A,WR,7.8,,7.8,,,,,USSR,-226540800.0,196210280000
514,USSR194,K Project,187 K4,,1962,OCT,28,04:41:20,MTR,49,46.0,,150000,,AX-R,WE,300,,300,,,,,USSR,-226523920.0,196210280441
515,USSR196,1962,189,,1962,OCT,29,07:35:00,NZ,73,55.0,,1550,,A,WR,360,,360,,,,,USSR,-226427100.0,196210290735
516,USSR197,1962,190,,1962,OCT,30,00:00:00,STS,50,78.0,,0,,AS,WR,1.2,,1.2,,,,,USSR,-226368000.0,196210300000
517,USSR198,1962,191,,1962,OCT,30,00:00:00,NZ,73,55.0,,1500,,A,WR,280,,280,,,,,USSR,-226368000.0,196210300000
518,US293,Dominic I,Housatonic,,1962,OCT,30,16:02,JO,13.5,-172.0,,3700,0,A-AD,WR,8300,9,8300,,,,LLNL,US,-226310280.0,196210301602
519,USSR199,1962,192,,1962,OCT,31,00:00:00,STS,50,78.0,,690,,A,WR,10,,10,,,,,USSR,-226281600.0,196210310000
520,USSR200,1962,194,,1962,NOV,1,06:30:00,NZ,73,55.0,,1500,,A,WR,240,,240,,,,,USSR,-226171800.0,196211010630
521,USSR201,K Project,195 K5,,1962,NOV,1,09:12:00,MTR,49,46.0,,59000,,AH-R,WE,300,,300,,,,,USSR,-226162080.0,196211010912
522,USSR202,1962,193,,1962,NOV,1,09:20:00,STS,50,78.0,,700,,A,WR,3,,3,,,,,USSR,-226161600.0,196211010920
523,US294,Fishbowl,Kingfish,,1962,NOV,1,11:10,JO,16.6,-169.4,,96300,,AX-R,WE,200,1000,400,,, W50,LANL,US,-226155000.0,196211011110
524,USSR204,1962,197,,1962,NOV,3,00:00:00,NZ,73,55.0,,4000,,A,WR,45,,45,,,,,USSR,-226022400.0,196211030000
525,USSR205,1962,198,,1962,NOV,3,00:00:00,STS,50,78.0,,710,,A,WR,4.7,,4.7,,,,,USSR,-226022400.0,196211030000
526,USSR203,1962,196,,1962,NOV,3,08:31:00,NZ,73,55.0,,1500,,A,WR,390,,390,,,,,USSR,-225991740.0,196211030831
